Class,Pkmn1,Pkmn2,Pkmn3,Pkmn4,Pkmn5,Pkmn6
hiker,onix,steelix,,,,
hiker,steelix,steelix,,,,
hiker,graveler,probopass,,,,
hiker,nosepass,onix,steelix,,,
hiker,geodude,geodude,geodude,,,
hiker,onix,,,,,
hiker,geodude,nosepass,,,,
hiker,geodude,geodude,geodude,onix,,
hiker,onix,,,,,
hiker,geodude,onix,,,,
hiker,graveler,rhyhorn,,,,
hiker,onix,,,,,
hiker,geodude,geodude,,,,
hiker,nosepass,,,,,
hiker,onix,onix,,,,
hiker,onix,steelix,,,,
hiker,steelix,steelix,,,,
hiker,camerupt,steelix,donphan,,,
hiker,geodude,machop,,,,
hiker,graveler,machoke,,,,
hiker,graveler,graveler,machoke,,,
hiker,graveler,golem,machamp,,,
hiker,geodude,geodude,geodude,geodude,geodude,
hiker,diglett,geodude,dugtrio,,,
hiker,graveler,rhydon,clefairy,,,
hiker,onix,dugtrio,,,,
hiker,onix,,,,,
hiker,dunsparce,dunsparce,dunsparce,,,
hiker,magneton,steelix,,,,
hiker,golem,,,,,
hiker,graveler,graveler,graveler,,,
hiker,machop,graveler,machop,,,
hiker,machamp,,,,,
hiker,sandslash,graveler,golem,,,
hiker,onix,graveler,golem,sandslash,,
hiker,sandslash,graveler,golem,onix,,
hiker,sandslash,graveler,golem,steelix,,
hiker,geodude,machop,,,,
hiker,geodude,graveler,golem,,,
hiker,bronzor,golem,,,,
hiker,onix,,,,,
hiker,onix,,,,,
hiker,onix,graveler,,,,
hiker,steelix,graveler,,,,
hiker,steelix,golem,,,,
hiker,geodude,geodude,graveler,,,
hiker,geodude,geodude,geodude,,,
hiker,diglett,dugtrio,,,,
juggler,kadabra,mr. mime,,,,
juggler,hypno,,,,,
juggler,drowzee,kadabra,,,,
juggler,drowzee,drowzee,drowzee,kadabra,,
juggler,drowzee,hypno,,,,
juggler,drowzee,hypno,kadabra,kadabra,,
juggler,mr. mime,,,,,
juggler,mr. mime,machoke,magmar,,,
juggler,electrode,electrode,electrode,electrode,,
juggler,voltorb,voltorb,voltorb,voltorb,,
juggler,voltorb,voltorb,voltorb,voltorb,,
juggler,voltorb,voltorb,voltorb,electrode,,
juggler,kadabra,mr. mime,,,,
juggler,voltorb,voltorb,electrode,mr. mime,,
juggler,mr. mime,,,,,
juggler,weezing,exeggcute,,,,
juggler,hypno,,,,,
juggler,drowzee,drowzee,drowzee,kadabra,,
juggler,voltorb,voltorb,pineco,pineco,,
juggler,electrode,electrode,pineco,pineco,,
juggler,drowzee,kadabra,,,,
juggler,drowzee,hypno,kadabra,kadabra,,
juggler,drowzee,hypno,,,,
juggler,mr. mime,machoke,magmar,,,
juggler,electrode,electrode,electrode,,,
juggler,voltorb,voltorb,voltorb,voltorb,,
juggler,voltorb,voltorb,voltorb,voltorb,,
juggler,voltorb,voltorb,voltorb,electrode,,
juggler,voltorb,voltorb,electrode,electrode,,
lass,nidoran,nidoran,,,,
lass,pidgey,pidgey,,,,
lass,rattata,nidoran,,,,
lass,jigglypuff,,,,,
lass,clefairy,,,,,
lass,oddish,bellsprout,,,,
lass,pidgey,nidoran,,,,
lass,pidgey,nidoran,,,,
lass,nidoran,nidoran,,,,
lass,oddish,pidgey,oddish,,,
lass,pidgey,nidoran,,,,
lass,rattata,pikachu,,,,
lass,jigglypuff,,,,,
lass,clefairy,clefairy,,,,
lass,pidgey,rattata,nidoran,meowth,pikachu,
lass,pidgey,rattata,nidoran,meowth,nidoran,
lass,meowth,meowth,meowth,,,
lass,nidoran,nidorina,,,,
lass,bellsprout,weepinbell,,,,
lass,oddish,gloom,,,,
lass,paras,paras,parasect,,,
lass,gloom,arbok,gloom,,,
lass,jigglypuff,jigglypuff,jigglypuff,,,
lass,vileplume,,,,,
lass,marill,,,,,
lass,flaaffy,psyduck,,,,
lass,flaaffy,psyduck,,,,
lass,ampharos,psyduck,,,,
lass,ampharos,psyduck,,,,
lass,ampharos,golduck,,,,
lass,wigglytuff,granbull,,,,
lass,oddish,cubone,,,,
lass,gloom,pidgeotto,bellossom,,,
lass,bulbasaur,ivysaur,venusaur,,,
lass,skiploom,hoppip,jumpluff,,,
lass,paras,paras,parasect,,,
lass,luvdisc,,,,,
lass,wailmer,wailmer,,,,
lass,lotad,shroomish,,,,
lass,lombre,shroomish,,,,
lass,lombre,breloom,,,,
lass,lombre,breloom,,,,
lass,swellow,breloom,lombre,,,
lass,marill,,,,,
lass,skitty,marill,shroomish,,,
lass,oddish,,,,,
lass,zigzagoon,zigzagoon,,,,
lass,luvdisc,,,,,
lass,goldeen,wailmer,,,,
lass,lotad,shroomish,,,,
lass,lombre,shroomish,,,,
lass,lombre,breloom,,,,
lass,lombre,breloom,,,,
lass,swellow,lombre,breloom,,,
lass,marill,,,,,
lass,skitty,shroomish,marill,,,
lass,oddish,,,,,
lass,zigzagoon,shroomish,,,,
lass,pidgey,oddish,bellsprout,,,
lass,meowth,meowth,meowth,,,
lass,pidgey,nidoran,,,,
lass,paras,paras,parasect,,,
lass,hoppip,hoppip,skiploom,skiploom,,
lass,rattata,pikachu,,,,
lass,oddish,oddish,pidgey,,,
lass,clefairy,,,,,
lass,pidgey,pidgey,,,,
lass,pidgeotto,pidgeotto,,,,
lass,vileplume,,,,,
lass,clefairy,clefairy,,,,
lass,bellsprout,weepinbell,,,,
lass,oddish,gloom,,,,
lass,pidgey,rattata,nidoran,meowth,pikachu,
lass,pidgeotto,raticate,nidoran,meowth,pikachu,
lass,pidgeot,raticate,nidorino,persian,raichu,
lass,nidorina,,,,,
lass,oddish,bellsprout,,,,
lass,nidoran,nidorina,,,,
lass,nidoran,nidoran,,,,
lass,pidgey,nidoran,,,,
lass,pidgeotto,nidorina,,,,
lass,jigglypuff,,,,,
lass,rattata,nidoran,,,,
lass,bidoof,bidoof,,,,
lass,pachirisu,,,,,
lass,cherubi,roselia,,,,
lass,buneary,,,,,
lass,bidoof,starly,budew,,,
lass,starly,bidoof,,,,
lass,starly,bidoof,,,,
lass,staravia,bibarel,,,,
lass,staraptor,bibarel,,,,
lass,misdreavus,,,,,
lass,bidoof,bidoof,,,,
lass,budew,,,,,
lass,budew,,,,,
lass,roselia,,,,,
lass,roselia,,,,,
lass,bibarel,,,,,
lass,chingling,buneary,,,,
lass,pachirisu,,,,,
lass,cherubi,roselia,,,,
lass,buneary,,,,,
lass,bidoof,budew,starly,abra,,
lass,psyduck,,,,,
lass,psyduck,buneary,,,,
lass,golduck,buneary,,,,
lass,golduck,lopunny,,,,
lass,misdreavus,,,,,
lass,bidoof,,,,,
lass,budew,,,,,
lass,budew,,,,,
lass,beautifly,roselia,,,,
lass,combee,beautifly,roselia,,,
lass,shinx,,,,,
lass,gloom,arbok,vileplume,,,
lass,snubbull,,,,,
lass,jigglypuff,jigglypuff,jigglypuff,,,
lass,marill,,,,,
lass,flaaffy,psyduck,,,,
lass,flaaffy,psyduck,,,,
lass,golduck,ampharos,,,,
lass,golduck,ampharos,,,,
lass,wigglytuff,granbull,,,,
lass,oddish,cubone,,,,
lass,oddish,cubone,,,,
lass,gloom,marowak,,,,
lass,vileplume,marowak,,,,
lass,gloom,bellossom,pidgeotto,,,
lass,bulbasaur,ivysaur,venusaur,,,
lass,skiploom,hoppip,jumpluff,,,
lass,paras,paras,parasect,,,
poke maniac,cubone,slowpoke,,,,
poke maniac,slowpoke,,,,,
poke maniac,charmander,cubone,,,,
poke maniac,slowpoke,slowpoke,slowpoke,,,
poke maniac,cubone,slowpoke,,,,
poke maniac,rhyhorn,lickitung,,,,
poke maniac,charmeleon,lapras,lickitung,,,
poke maniac,cubone,cubone,,,,
poke maniac,slowbro,,,,,
poke maniac,lickitung,,,,,
poke maniac,nidoran,nidoking,,,,
poke maniac,nidoran,nidoran,nidorina,nidoking,,
poke maniac,kangaskhan,,,,,
poke maniac,slowpoke,slowpoke,,,,
poke maniac,lickitung,,,,,
poke maniac,slowpoke,,,,,
poke maniac,nidoking,,,,,
poke maniac,nidorina,nidorino,,,,
poke maniac,rhyhorn,,,,,
poke maniac,cubone,cubone,,,,
poke maniac,slowbro,,,,,
poke maniac,lickitung,,,,,
poke maniac,kangaskhan,,,,,
poke maniac,porygon,,,,,
poke maniac,chansey,,,,,
poke maniac,kangaskhan,,,,,
poke maniac,slowpoke,slowpoke,,,,
poke maniac,lickitung,,,,,
poke maniac,slowpoke,,,,,
poke maniac,nidoking,nidoqueen,,,,
poke maniac,nidoking,,,,,
poke maniac,nidorina,nidorino,,,,
poke maniac,rhyhorn,,,,,
poke maniac,lairon,,,,,
poke maniac,aron,,,,,
poke maniac,lairon,,,,,
poke maniac,lairon,rhyhorn,,,,
poke maniac,lairon,rhyhorn,,,,
poke maniac,aggron,rhydon,,,,
poke maniac,rhyhorn,,,,,
poke maniac,aron,,,,,
poke maniac,lairon,,,,,
poke maniac,lairon,rhyhorn,,,,
poke maniac,lairon,rhyhorn,,,,
poke maniac,aggron,rhydon,,,,
poke maniac,aron,aron,,,,
poke maniac,cubone,slowpoke,,,,
poke maniac,slowpoke,slowpoke,slowpoke,,,
poke maniac,charmeleon,lapras,lickitung,,,
poke maniac,rhyhorn,kangaskhan,,,,
poke maniac,cubone,slowpoke,,,,
poke maniac,marowak,slowbro,,,,
poke maniac,marowak,slowbro,,,,
poke maniac,rhyhorn,lickitung,,,,
poke maniac,rhyhorn,lickitung,,,,
poke maniac,rhydon,lickitung,,,,
poke maniac,charmander,cubone,,,,
poke maniac,slowpoke,,,,,
poke maniac,cubone,cubone,,,,
poke maniac,slowbro,,,,,
poke maniac,nidorina,nidorino,,,,
poke maniac,nidorina,nidorino,gyarados,,,
poke maniac,gyarados,lickitung,nidorina,nidorino,,
poke maniac,gyarados,lickitung,nidoqueen,nidoking,,
poke maniac,kangaskhan,,,,,
poke maniac,slowpoke,slowpoke,,,,
poke maniac,nidoking,nidoqueen,,,,
poke maniac,lickitung,,,,,
poke maniac,slowpoke,,,,,
poke maniac,rhyhorn,rhydon,,,,
poke maniac,nidoking,,,,,
poke maniac,nidorina,nidorino,,,,
poke maniac,rhyhorn,,,,,
psychic,slowpoke,slowpoke,slowbro,,,
psychic,mr. mime,kadabra,,,,
psychic,slowbro,,,,,
psychic,kadabra,slowpoke,mr. mime,kadabra,,
psychic,xatu,,,,,
psychic,kadabra,,,,,
psychic,starmie,exeggcute,girafarig,,,
psychic,drowzee,,,,,
psychic,exeggcute,exeggcute,exeggutor,,,
psychic,mr. mime,exeggcute,exeggcute,,,
psychic,abra,abra,kadabra,,,
psychic,girafarig,,,,,
psychic,natu,kadabra,,,,
psychic,espeon,,,,,
psychic,drowzee,hypno,,,,
psychic,kirlia,xatu,kadabra,,,
psychic,kadabra,solrock,,,,
psychic,kadabra,solrock,,,,
psychic,kadabra,solrock,,,,
psychic,kadabra,solrock,,,,
psychic,solrock,alakazam,,,,
psychic,abra,,,,,
psychic,natu,girafarig,kadabra,,,
psychic,ralts,kirlia,,,,
psychic,kadabra,lunatone,,,,
psychic,kadabra,luntatone,,,,
psychic,kadabra,lunatone,,,,
psychic,kadabra,lunatone,,,,
psychic,lunatone,alakazam,,,,
psychic,abra,,,,,
psychic,kadabra,solrock,,,,
psychic,kadabra,,,,,
psychic,kirlia,kadabra,,,,
psychic,kirlia,,,,,
psychic,xatu,,,,,
psychic,ralts,kadabra,,,,
psychic,ralts,kirlia,,,,
psychic,kirlia,xatu,,,,
psychic,kadabra,kirlia,,,,
psychic,banette,kadabra,,,,
psychic,girafarig,,,,,
psychic,ralts,,,,,
psychic,solrock,,,,,
psychic,kadabra,solrock,,,,
psychic,kadabra,solrock,,,,
psychic,kadabra,solrock,,,,
psychic,solrock,alakazam,,,,
psychic,wobbuffet,,,,,
psychic,gengar,gardevoir,alakazam,,,
psychic,abra,,,,,
psychic,kirlia,,,,,
psychic,kadabra,lunatone,,,,
psychic,kadabra,lunatone,,,,
psychic,kadabra,lunatone,,,,
psychic,kadabra,lunatone,,,,
psychic,lunatone,alakazam,,,,
psychic,abra,,,,,
psychic,kadabra,solrock,,,,
psychic,wobbuffet,natu,kadabra,,,
psychic,alakazam,blissey,grumpig,,,
psychic,natu,,,,,
psychic,chimecho,,,,,
psychic,meditite,spoink,,,,
psychic,kadabra,,,,,
psychic,wobbuffet,,,,,
psychic,kirlia,,,,,
psychic,xatu,,,,,
psychic,ralts,,,,,
psychic,ralts,ralts,kirlia,,,
psychic,slowpoke,slowpoke,slowbro,,,
psychic,girafarig,girafarig,,,,
psychic,natu,slowbro,kadabra,,,
psychic,natu,slowbro,kadabra,,,
psychic,kadabra,mr. mime,slowpoke,kadabra,,
psychic,natu,natu,xatu,,,
psychic,hypno,gengar,,,,
psychic,slowbro,,,,,
psychic,natu,drowzee,hypno,,,
psychic,natu,hypno,hypno,,,
psychic,mr. mime,kadabra,,,,
psychic,gastly,misdreavus,kadabra,,,
psychic,haunter,misdreavus,kadabra,,,
psychic,gengar,misdreavus,alakazam,,,
psychic,medicham,alakazam,,,,
psychic,medicham,alakazam,,,,
psychic,haunter,gengar,alakazam,,,
psychic,xatu,mismagius,,,,
psychic,shuppet,duskull,,,,
psychic,banette,dusclops,,,,
psychic,slowpoke,slowbro,,,,
psychic,slowbro,slowbro,,,,
psychic,girafarig,,,,,
psychic,kadabra,kadabra,,,,
psychic,abra,,,,,
psychic,chingling,chimecho,,,,
psychic,meditite,,,,,
psychic,mr. mime,,,,,
psychic,abra,,,,,
psychic,misdreavus,haunter,,,,
psychic,misdreavus,gengar,,,,
psychic,haunter,kadabra,,,,
psychic,haunter,kadabra,,,,
psychic,gengar,alakazam,,,,
psychic,psyduck,,,,,
psychic,baltoy,grumpig,,,,
psychic,chingling,chimecho,,,,
psychic,chingling,drifloon,kirlia,,,
psychic,chimecho,drifblim,gardevoir,,,
psychic,chimecho,drifblim,gardevoir,,,
psychic,drowzee,alakazam,,,,
psychic,hypno,alakazam,,,,
psychic,haunter,gengar,gardevoir,,,
psychic,lunatone,gardevoir,,,,
psychic,xatu,gallade,,,,
psychic,xatu,gallade,,,,
psychic,slowpoke,slowbro,,,,
psychic,slowbro,slowking,,,,
psychic,dusknoir,,,,,
psychic,mr. mime,mismagius,,,,
psychic,abra,,,,,
psychic,chimecho,haunter,gengar,,,
psychic,meditite,,,,,
psychic,shuppet,alakazam,,,,
psychic,abra,,,,,
psychic,misdreavus,haunter,,,,
psychic,misdreavus,gengar,,,,
psychic,duskull,kadabra,,,,
psychic,dusclops,kadabra,,,,
psychic,grumpig,alakazam,dusknoir,,,
psychic,psyduck,,,,,
psychic,solrock,gallade,,,,
psychic,chimecho,absol,dusknoir,,,
psychic,starmie,exeggcute,girafarig,,,
psychic,kadabra,girafarig,,,,
psychic,xatu,,,,,
psychic,drowzee,,,,,
psychic,exeggcute,exeggcute,exeggutor,,,
psychic,mr. mime,exeggcute,exeggcute,,,
psychic,abra,abra,kadabra,,,
psychic,girafarig,,,,,
psychic,slowpoke,slowpoke,,,,
psychic,natu,kadabra,,,,
psychic,chingling,hypno,,,,
psychic,espeon,,,,,
rocker,voltorb,magnemite,voltorb,,,
rocker,voltorb,electrode,,,,
rocker,voltorb,voltorb,voltorb,,,
rocker,voltorb,electrode,,,,
rocker,ampharos,,,,,
rocker,voltorb,electrode,,,,
rocker,electrode,electrode,,,,
sailor,machop,tentacool,,,,
sailor,machop,shellder,,,,
sailor,shellder,,,,,
sailor,horsea,shellder,tentacool,,,
sailor,horsea,horsea,horsea,,,
sailor,tentacool,staryu,,,,
sailor,machop,,,,,
sailor,pikachu,pikachu,,,,
sailor,magnemite,,,,,
sailor,machop,machop,poliwhirl,,,
sailor,poliwhirl,krabby,raticate,,,
sailor,kingler,,,,,
sailor,wooper,,,,,
sailor,poliwag,poliwhirl,,,,
sailor,poliwhirl,poliwhirl,,,,
sailor,poliwhirl,poliwrath,,,,
sailor,politoed,poliwrath,,,,
sailor,raticate,raticate,,,,
sailor,machop,machop,poliwrath,machop,,
sailor,krabby,krabby,,,,
sailor,machop,machoke,psyduck,,,
sailor,poliwhirl,,,,,
sailor,wailmer,machoke,,,,
sailor,wingull,machop,tentacool,,,
sailor,wingull,machop,wingull,,,
sailor,wingull,tentacool,machoke,,,
sailor,wingull,tentacool,machoke,,,
sailor,pelipper,tentacool,machoke,,,
sailor,pelipper,tentacool,machoke,,,
sailor,pelipper,machoke,tentacruel,,,
sailor,machop,,,,,
sailor,machop,pelipper,machoke,,,
sailor,tentacruel,machoke,,,,
sailor,machop,,,,,
sailor,wingull,machop,tentacool,,,
sailor,wingull,machop,tentacool,,,
sailor,pelipper,machop,tentacool,,,
sailor,pelipper,machop,tentacruel,,,
sailor,pelipper,machoke,tentacruel,,,
sailor,spheal,machoke,,,,
sailor,wingull,machop,tentacool,,,
sailor,wingull,,,,,
sailor,wingull,machoke,,,,
sailor,wingull,tentacool,machoke,,,
sailor,pelipper,tentacool,machoke,,,
sailor,pelipper,tentacool,machoke,,,
sailor,pelipper,machoke,tentacruel,,,
sailor,wailmer,,,,,
sailor,wingull,machop,,,,
sailor,machoke,spheal,,,,
sailor,machop,pelipper,machoke,,,
sailor,tentacruel,machoke,,,,
sailor,feraligatr,kangaskhan,,,,
sailor,chansey,,,,,
sailor,horsea,horsea,horsea,,,
sailor,horsea,shellder,tentacool,,,
sailor,pikachu,pikachu,,,,
sailor,machop,shellder,,,,
sailor,tentacool,staryu,,,,
sailor,shellder,,,,,
sailor,machop,,,,,
sailor,machop,tentacool,,,,
sailor,wingull,wingull,,,,
sailor,feebas,gastrodon,machoke,,,
sailor,mantyke,,,,,
sailor,mantine,pelipper,,,,
sailor,mantine,pelipper,,,,
sailor,gyarados,machop,,,,
sailor,shellos,shellos,wingull,,,
sailor,mantyke,gyarados,,,,
sailor,pelipper,gastrodon,machoke,,,
sailor,pelipper,gastrodon,machamp,,,
sailor,wingull,pelipper,,,,
sailor,wingull,gastrodon,machoke,,,
sailor,mantyke,,,,,
sailor,mantine,machoke,,,,
sailor,mantine,machoke,lanturn,,,
sailor,tentacool,pelipper,machoke,,,
sailor,wingull,shellos,golduck,,,
sailor,mantyke,machoke,,,,
sailor,pelipper,machoke,gastrodon,,,
sailor,pelipper,machamp,gastrodon,,,
sailor,azumarill,,,,,
sailor,poliwhirl,krabby,raticate,,,
sailor,kingler,,,,,
sailor,wooper,,,,,
sailor,poliwag,poliwhirl,,,,
sailor,poliwhirl,poliwhirl,,,,
sailor,poliwhirl,poliwrath,,,,
sailor,politoed,poliwrath,,,,
sailor,makuhita,raticate,,,,
sailor,machop,poliwrath,machop,machop,,
sailor,krabby,krabby,,,,
sailor,horsea,seadra,,,,
sailor,machop,machop,poliwhirl,,,
sailor,machop,machoke,psyduck,,,
sailor,poliwhirl,,,,,
scientist,magnemite,voltorb,magneton,,,
scientist,grimer,weezing,koffing,weezing,,
scientist,electrode,weezing,,,,
scientist,electrode,,,,,
scientist,magneton,magnemite,koffing,weezing,,
scientist,voltorb,koffing,magneton,magnemite,koffing,
scientist,electrode,muk,,,,
scientist,grimer,electrode,,,,
scientist,voltorb,magneton,koffing,,,
scientist,magnemite,koffing,,,,
scientist,electrode,weezing,,,,
scientist,magnemite,magneton,voltorb,,,
scientist,magnemite,electrode,,,,
scientist,magnemite,magnemite,magnemite,,,
scientist,magnemite,magnemite,magnemite,,,
scientist,ditto,,,,,
scientist,porygon,,,,,
scientist,koffing,koffing,,,,
scientist,magneton,magnemite,koffing,weezing,,
scientist,magnemite,magneton,voltorb,,,
scientist,grimer,weezing,koffing,weezing,,
scientist,voltorb,magneton,koffing,,,
scientist,voltorb,electrode,magnemite,porygon,,
scientist,magnemite,electrode,,,,
scientist,magnemite,voltorb,magnemite,,,
scientist,electrode,weezing,,,,
scientist,electrode,muk,,,,
scientist,grimer,electrode,,,,
scientist,electrode,,,,,
scientist,voltorb,koffing,magneton,magnemite,koffing,
scientist,electrode,koffing,,,,
scientist,magnemite,koffing,,,,
scientist,misdreavus,,,,,
scientist,kadabra,,,,,
scientist,kadabra,,,,,
scientist,kadabra,kadabra,,,,
scientist,abra,kadabra,,,,
scientist,kadabra,kadabra,,,,
scientist,kadabra,kadabra,,,,
scientist,alakazam,alakazam,,,,
scientist,kadabra,,,,,
scientist,kadabra,,,,,
scientist,porygon2,,,,,
scientist,kadabra,,,,,
scientist,kirlia,kadabra,,,,
scientist,magnemite,kadabra,,,,
scientist,magnemite,kadabra,,,,
scientist,magneton,kadabra,,,,
scientist,magneton,alakazam,,,,
scientist,kadabra,,,,,
scientist,kadabra,,,,,
scientist,ninetales,,,,,
scientist,magnemite,magnemite,magnemite,,,
scientist,magnemite,magnemite,magnemite,,,
scientist,magmar,,,,,
scientist,arcanine,,,,,
scientist,ditto,,,,,
scientist,koffing,koffing,,,,
scientist,porygon,,,,,
super nerd,magnemite,voltorb,,,,
super nerd,grimer,voltorb,koffing,,,
super nerd,grimer,muk,grimer,,,
super nerd,koffing,,,,,
super nerd,voltorb,koffing,voltorb,magnemite,,
super nerd,vulpix,vulpix,ninetales,,,
super nerd,ponyta,charmander,vulpix,growlithe,,
super nerd,rapidash,,,,,
super nerd,growlithe,vulpix,,,,
super nerd,grimer,grimer,,,,
super nerd,seadra,,,,,
super nerd,slowpoke,,,,,
super nerd,porygon,,,,,
super nerd,grimer,muk,,,,
super nerd,magnemite,muk,magnemite,,,
super nerd,magnemite,voltorb,magnemite,magnemite,,
super nerd,magnemite,magnemite,magnemite,,,
super nerd,voltorb,voltorb,magnemite,koffing,,
super nerd,ponyta,charmander,vulpix,growlithe,,
super nerd,rapidash,,,,,
super nerd,vulpix,vulpix,ninetales,,,
super nerd,grimer,muk,grimer,,,
super nerd,muk,muk,muk,,,
super nerd,magnemite,voltorb,,,,
super nerd,koffing,,,,,
super nerd,grimer,voltorb,koffing,,,
super nerd,jolteon,porygon2,,,,
super nerd,growlithe,vulpix,,,,
super nerd,torkoal,,,,,
super nerd,grimer,grimer,,,,
super nerd,slowpoke,,,,,
super nerd,magcargo,,,,,
super nerd,porygon,,,,,
super nerd,grimer,muk,,,,
super nerd,magnemite,muk,magnemite,,,
super nerd,magnemite,voltorb,magnemite,magnemite,,
super nerd,magnemite,magnemite,magnemite,,,
super nerd,numel,,,,,
tamer,arbok,tauros,,,,
tamer,arbok,arbok,sandslash,,,
tamer,rhyhorn,,,,,
tamer,arbok,sandslash,,,,
tamer,persian,golduck,,,,
tamer,arbok,tauros,,,,
tamer,arbok,arbok,sandslash,,,
tamer,sandslash,lickitung,ursaring,,,
tamer,sandslash,lickitung,ursaring,,,
tamer,rhyhorn,,,,,
tamer,arbok,sandslash,,,,
tamer,persian,golduck,,,,
tamer,sandslash,arbok,,,,
youngster,rattata,ekans,,,,
youngster,spearow,,,,,
youngster,rattata,rattata,zubat,,,
youngster,rattata,ekans,zubat,,,
youngster,rattata,spearow,,,,
youngster,slowpoke,,,,,
youngster,ekans,sandshrew,,,,
youngster,nidoran,,,,,
youngster,ekans,,,,,
youngster,nidoran,nidorino,,,,
youngster,sandshrew,zubat,,,,
youngster,rattata,rattata,raticate,,,
youngster,sandshrew,,,,,
youngster,rattata,zubat,,,,
youngster,wooper,,,,,
youngster,mankey,diglett,,,,
youngster,sandslash,crobat,,,,
youngster,raticate,arbok,,,,
youngster,rattata,,,,,
youngster,rattata,,,,,
youngster,raticate,,,,,
youngster,raticate,,,,,
youngster,raticate,,,,,
youngster,pidgey,rattata,,,,
youngster,growlithe,,,,,
youngster,rattata,sandshrew,spearow,spearow,,
youngster,fearow,,,,,
youngster,poochyena,taillow,,,,
youngster,zigzagoon,,,,,
youngster,seedot,taillow,,,,
youngster,zigzagoon,,,,,
youngster,linoone,,,,,
youngster,swellow,linoone,,,,
youngster,swellow,linoone,,,,
youngster,swellow,vigoroth,linoone,,,
youngster,aron,,,,,
youngster,zigzagoon,zigzagoon,,,,
youngster,zigzagoon,machop,,,,
youngster,geodude,geodude,geodude,,,
youngster,trapinch,linoone,,,,
youngster,poochyena,aron,electrike,,,
youngster,geodude,,,,,
youngster,zigzagoon,taillow,,,,
youngster,zigzagoon,gulpin,,,,
youngster,charmeleon,wartortle,ivysaur,,,
youngster,zigzagoon,seedot,,,,
youngster,poochyena,,,,,
youngster,mightyena,,,,,
youngster,swellow,mightyena,,,,
youngster,swellow,linoone,mightyena,,,
youngster,swellow,linoone,mightyena,,,
youngster,zigzagoon,aron,electrike,,,
youngster,zigzagoon,electrike,,,,
youngster,aron,,,,,
youngster,zigzagoon,zigzagoon,,,,
youngster,trapinch,,,,,
youngster,machop,,,,,
youngster,shroomish,lotad,,,,
youngster,geodude,,,,,
youngster,zigzagoon,shroomish,sandshrew,,,
youngster,aron,electrike,,,,
youngster,geodude,geodude,,,,
youngster,rattata,ekans,,,,
youngster,rattata,ekans,,,,
youngster,raticate,ekans,,,,
youngster,raticate,arbok,,,,
youngster,spearow,,,,,
youngster,ekans,sandshrew,,,,
youngster,ekans,sandshrew,,,,
youngster,arbok,sandshrew,,,,
youngster,arbok,sandslash,,,,
youngster,primeape,slowbro,,,,
youngster,farfetch'd,farfetch'd,,,,
youngster,slowpoke,,,,,
youngster,nidoran,nidorino,,,,
youngster,raticate,pidgeotto,,,,
youngster,raticate,pidgeot,,,,
youngster,sandshrew,zubat,,,,
youngster,ekans,,,,,
youngster,rattata,spearow,,,,
youngster,ekans,ekans,raticate,,,
youngster,rattata,rattata,zubat,,,
youngster,weepinbell,weepinbell,victreebel,,,
youngster,raticate,golbat,,,,
youngster,sandshrew,ekans,,,,
youngster,raticate,ekans,zubat,,,
youngster,raticate,ekans,golbat,,,
youngster,raticate,arbok,golbat,,,
youngster,nidoran,,,,,
youngster,rattata,rattata,raticate,,,
youngster,rattata,raticate,raticate,,,
youngster,raticate,raticate,raticate,,,
youngster,starly,geodude,chimchar,,,
youngster,kricketot,,,,,
youngster,kricketune,,,,,
youngster,kricketune,,,,,
youngster,kricketune,,,,,
youngster,geodude,onix,,,,
youngster,gastly,haunter,,,,
youngster,geodude,,,,,
youngster,shinx,,,,,
youngster,bidoof,zubat,,,,
youngster,stunky,shellos,kricketune,,,
youngster,machop,,,,,
youngster,starly,,,,,
youngster,starly,,,,,
youngster,staravia,,,,,
youngster,staravia,,,,,
youngster,magikarp,starly,,,,
youngster,bidoof,zubat,aipom,,,
youngster,luxio,buizel,gligar,,,
youngster,shinx,,,,,
youngster,luxio,bibarel,,,,
youngster,luxio,bibarel,graveler,,,
youngster,luxray,bibarel,golem,staraptor,,
youngster,geodude,onix,,,,
youngster,gastly,drifloon,,,,
youngster,geodude,,,,,
youngster,burmy,,,,,
youngster,kricketot,zubat,,,,
youngster,mothim,chatot,barboach,,,
youngster,machop,,,,,
youngster,starly,,,,,
youngster,staravia,,,,,
youngster,staraptor,,,,,
youngster,staraptor,,,,,
youngster,magikarp,,,,,
youngster,staravia,ponyta,shellos,,,
youngster,rattata,zubat,,,,
youngster,wooper,,,,,
youngster,mankey,diglett,,,,
youngster,mankey,dugtrio,,,,
youngster,primeape,dugtrio,,,,
youngster,primeape,dugtrio,,,,
youngster,sandslash,crobat,,,,
youngster,raticate,arbok,parasect,,,
youngster,rattata,,,,,
youngster,raticate,,,,,
youngster,raticate,,,,,
youngster,raticate,,,,,
youngster,pidgey,rattata,,,,
youngster,growlithe,,,,,
youngster,golbat,electrode,,,,
youngster,rattata,sandshrew,spearow,spearow,,
youngster,fearow,raticate,,,,
boarder,swinub,swinub,,,,
boarder,shellder,shellder,cloyster,,,
boarder,seel,seel,dewgong,,,
boarder,dewgong,lapras,,,,
boarder,seel,seel,dewgong,,,
boarder,shellder,seel,cloyster,,,
boarder,swinub,swinub,,,,
boarder,cloyster,dewgong,,,,
camper,diglett,sandshrew,,,,
camper,mankey,,,,,
camper,rattata,ekans,,,,
